Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Courses Available,Geocoded Address,NPI,Last Report Date,Provider Status,Provider Note
COSTCO PHARMACY # 326,1 WESTCHESTER AVE,,Port Chester,Westchester,NY,10573,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.661365 40.999265),1417067034,10/13/2022 12:00:00 AM,ACTIVE,
Montefiore Community Pharm at CHAM,111 E 210th St,Cham Lobby,Bronx,Bronx,NY,10467,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.8799 40.87986),1194183715,10/16/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #02650,5716 AVENUE U,,Brooklyn,Kings,NY,11234,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.91675 40.61275),1013922194,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10621,444 HILLSIDE AVENUE,,Williston Park,Nassau,NY,11596,00006-5055-06,Lagevrio (molnupiravir),18,POINT (-73.65782 40.7541),1588763767,10/13/2022 12:00:00 AM,ACTIVE,
OPEN DOOR FAMILY MEDICAL CENTER,5 Grace Church Street,,Port Chester,Westchester,NY,10573,00006-5055-06,Lagevrio (molnupiravir),390,POINT (-73.66515 40.99762),1124180906,10/11/2022 12:00:00 AM,ACTIVE,
Rite Aid 10607,102-30 ATLANTIC AVENUE,,Ozone Park,Queens,NY,11416,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.84166 40.68982),1457450629,10/13/2022 12:00:00 AM,ACTIVE,
BURKE REHABILITATION HOSPITAL,785 Mamaroneck Avenue,,White Plains,Westchester,NY,10605,00006-5055-06,Lagevrio (molnupiravir),16,POINT (-73.75221 41.01658),1841295219,10/16/2022 12:00:00 AM,ACTIVE,
CVS Store #03621,170-05 LINDEN BLVD.,CVS Pharmacy,Jamaica,Queens,NY,11434,00006-5055-06,Lagevrio (molnupiravir),11,POINT (-73.77982 40.69183),1790942746,10/14/2022 12:00:00 AM,ACTIVE,
Kinney Drugs Inc. #1 - Gouverneur,17 Clinton St,,Gouverneur,Saint Lawrence,NY,13642,00006-5055-06,Lagevrio (molnupiravir),25,POINT (-75.469925 44.33569),1093822272,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14125,67 BROAD ST,,New York,New York,NY,10004,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-74.01142 40.70488),1366468480,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17514,100 AMSTERDAM COMMONS,CVS Pharmacy,Amsterdam,Montgomery,NY,12010,00006-5055-06,Lagevrio (molnupiravir),27,POINT (-74.19325 42.96684),1083862080,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #05191,964 MONTAUK HWY.,CVS Pharmacy,Shirley,Suffolk,NY,11967,00006-5055-06,Lagevrio (molnupiravir),12,POINT (-72.86132 40.801935),1508960360,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 10577,8222 18TH AVENUE,,Brooklyn,Kings,NY,11214,00006-5055-06,Lagevrio (molnupiravir),7,POINT (-74.0007 40.60901),1457451817,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 03597,535 PORTLAND AVENUE,,Rochester,Monroe,NY,14621,00006-5055-06,Lagevrio (molnupiravir),9,POINT (-77.5915 43.17578),1326157835,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14128,386 FULTON ST,,Brooklyn,Kings,NY,11201,00006-5055-06,Lagevrio (molnupiravir),70,POINT (-73.98718 40.69125),1043235500,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #16442,5622 AMANDA LN,CVS Pharmacy,Orchard Park,Erie,NY,14127,00006-5055-06,Lagevrio (molnupiravir),8,POINT (-78.78306 42.79245),1215959861,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 01947,960 HALSEY STREET,,Brooklyn,Kings,NY,11233,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.91578 40.68561),1285744961,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #15118,603 UNIONDALE AVE,,Uniondale,Nassau,NY,11553,00006-5055-06,Lagevrio (molnupiravir),43,POINT (-73.5927 40.70022),1881945996,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #18376,205 S CAROLINE ST,,Herkimer,Herkimer,NY,13350,00006-5055-06,Lagevrio (molnupiravir),38,POINT (-74.9921 43.02203),1245756444,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19923,9108 ROOSEVELT AVE,,Jackson Heights,Queens,NY,11372,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.872898 40.7488),1750807020,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10811,1166 CENTRAL AVENUE,,Dunkirk,Chautauqua,NY,14048,00006-5055-06,Lagevrio (molnupiravir),59,POINT (-79.33298 42.45812),1073612230,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #06023,82 WEST MAIN STREET,CVS Pharmacy,Smithtown,Suffolk,NY,11787,00006-5055-06,Lagevrio (molnupiravir),6,POINT (-73.19671 40.85414),1225131055,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #01770,325 MAMARONECK AVE.,CVS Pharmacy,White Plains,Westchester,NY,10605,00006-5055-06,Lagevrio (molnupiravir),10,POINT (-73.76311 41.02516),1134223993,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #06025,2315 MIDDLE COUNTRY RD.,CVS Pharmacy,Centereach,Suffolk,NY,11720,00006-5055-06,Lagevrio (molnupiravir),9,POINT (-73.09374 40.85861),1013010842,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #18030,1161 NYS ROUTE 9N,,Ticonderoga,Essex,NY,12883,00006-5055-06,Lagevrio (molnupiravir),31,POINT (-73.43871 43.85924),1528582822,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02743,485 COLUMBIA ST.,CVS Pharmacy,Cohoes,Albany,NY,12047,00006-5055-06,Lagevrio (molnupiravir),28,POINT (-73.72817 42.77233),1003910860,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #17117,128 BAILEY FARM RD,CVS Pharmacy,Monroe,Orange,NY,10950,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-74.15206 41.316155),1629090287,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 01868,320 MAIN STREET,,Beacon,Dutchess,NY,12508,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.969365 41.505025),1922117241,10/13/2022 12:00:00 AM,ACTIVE,
NUTRACARE PHARMACY,22036 HILLSIDE AVE,,Queens Village,Queens,NY,11427,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.74228 40.73094),1699124974,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00490,253 SOUTH RIDGE ST,WASHINGTON PARK PLZ,Rye Brook,Westchester,NY,10573,00006-5055-06,Lagevrio (molnupiravir),17,POINT (-73.6805 41.00049),1255439899,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19686,375 PULTENEY ST,,Corning,Steuben,NY,14830,00006-5055-06,Lagevrio (molnupiravir),66,POINT (-77.078017 42.154315),1770009458,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14204,678 MCLEAN AVE,,Yonkers,Westchester,NY,10704,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.87717 40.90871),1033135165,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #09413,5206 W GENESEE ST,,Camillus,Onondaga,NY,13031,00006-5055-06,Lagevrio (molnupiravir),17,POINT (-76.26627 43.04178),1831124841,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #16078,205 8TH AVE,,New York,New York,NY,10011,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-73.999875 40.743825),1437421617,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #16615,1440 CENTRAL AVE,CVS Pharmacy,Colonie,Albany,NY,12205,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.824477 42.70605),1952323586,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2159,1869 Plaza Dr,,Olean,Cattaraugus,NY,14760,00006-5055-06,Lagevrio (molnupiravir),26,POINT (-78.46811 42.07965),1609893767,10/13/2022 12:00:00 AM,ACTIVE,
TAP RX,111 EXECUTIVE BLVD,,Farmingdale,Nassau,NY,11735,00006-5055-06,Lagevrio (molnupiravir),69,POINT (-73.428406 40.72173),1710005822,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19766,9519 FOSTER WHEELER RD,,Dansville,Livingston,NY,14437,00006-5055-06,Lagevrio (molnupiravir),32,POINT (-77.71476 42.56701),1174048516,10/13/2022 12:00:00 AM,ACTIVE,
UTICA EXPRESS PHARMACY INC,190 UTICA AVE,,Brooklyn,Kings,NY,11213,00006-5055-06,Lagevrio (molnupiravir),18,POINT (-73.93102 40.67225),1134738115,10/16/2022 12:00:00 AM,ACTIVE,
Rite Aid 10809,4900 BROADWAY,,Depew,Erie,NY,14043,00006-5055-06,Lagevrio (molnupiravir),15,POINT (-78.693685 42.9021),1265532618,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10708,103 HAWKINS DRIVE,,Montgomery,Orange,NY,12549,00006-5055-06,Lagevrio (molnupiravir),5,POINT (-74.2147 41.511366),1528167889,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17154,284 MAIN ST,,North Creek,Warren,NY,12853,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.98708 43.70129),1972020634,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #05847,6831 BAY PARKWAY,CVS Pharmacy,Brooklyn,Kings,NY,11204,00006-5055-06,Lagevrio (molnupiravir),25,POINT (-73.98391 40.61102),1336410935,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #03379,653 RTE. 9,CVS Pharmacy,Wilton,Saratoga,NY,12831,00006-5055-06,Lagevrio (molnupiravir),25,POINT (-73.769475 43.12381),1760632236,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #00551,2030 HILLSIDE AVENUE,CVS Pharmacy,New Hyde Park,Nassau,NY,11040,00006-5055-06,Lagevrio (molnupiravir),15,POINT (-73.67559 40.7508),1730283573,10/14/2022 12:00:00 AM,ACTIVE,
HOSPITAL FOR SPECIAL SURGERY,535 East 70th street,,New York,New York,NY,10021,00006-5055-06,Lagevrio (molnupiravir),82,POINT (-73.9529 40.7649),,10/10/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14449,7301 37TH AVE,,Jackson Heights,Queens,NY,11372,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.892425 40.74907),1851317986,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02960,464 MAIN ST,CVS Pharmacy,Port Jefferson,Suffolk,NY,11777,00006-5055-06,Lagevrio (molnupiravir),45,POINT (-73.06688 40.942365),1366546129,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #09110,2474 HEMPSTEAD TPKE,,East Meadow,Nassau,NY,11554,00006-5055-06,Lagevrio (molnupiravir),32,POINT (-73.54386 40.72398),1821259193,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17575,161 MAIN ST,,Westhampton Beach,Suffolk,NY,11978,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-72.64098 40.809855),1831613132,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00011,63 NEW YORK AVE.,CVS Pharmacy,Huntington,Suffolk,NY,11743,00006-5055-06,Lagevrio (molnupiravir),16,POINT (-73.421661 40.880235),1023261344,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #4570,7500 ROUTE 209,,Napanoch,Ulster,NY,12458,00006-5055-06,Lagevrio (molnupiravir),34,POINT (-74.37107 41.74236),1710319777,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #02077,316 BROADWAY,,Kingston,Ulster,NY,12401,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.99143 41.92588),1609199173,10/13/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2107,5735 S Transit Rd,,Lockport,Niagara,NY,14094,00006-5055-06,Lagevrio (molnupiravir),41,POINT (-78.693 43.14718),1881611945,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 01537,130 WASHBURN STREET,,Lockport,Niagara,NY,14094,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-78.68665 43.17094),1376654517,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #10407,298 MULBERRY ST.,CVS Pharmacy,New York,New York,NY,10012,00006-5055-06,Lagevrio (molnupiravir),2,POINT (-73.99468 40.72519),1245650670,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2586,2500 Walden Ave,,Cheektowaga,Erie,NY,14225,00006-5055-06,Lagevrio (molnupiravir),44,POINT (-78.74301 42.90875),1518984749,10/13/2022 12:00:00 AM,ACTIVE,
Hannaford Brothers Store # 8233,5 MAPLE RD.,,Voorheesville,Albany,NY,12186,00006-5055-06,Lagevrio (molnupiravir),3,POINT (-73.9241 42.64885),1295889392,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02144,1396 SECOND AVENUE,CVS Pharmacy,New York,New York,NY,10021,00006-5055-06,Lagevrio (molnupiravir),10,POINT (-73.95796 40.76916),1083718845,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 01019,133 ROUTE 303,,Valley Cottage,Rockland,NY,10989,00006-5055-06,Lagevrio (molnupiravir),14,POINT (-73.94257 41.11939),1447369756,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #01271,626 ROUTE 25A,CVS Pharmacy,Rocky Point,Suffolk,NY,11778,00006-5055-06,Lagevrio (molnupiravir),200,POINT (-72.92385 40.94715),1457459083,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #3221,515 E 4th St,,Watkins Glen,Schuyler,NY,14891,00006-5055-06,Lagevrio (molnupiravir),94,POINT (-76.86367 42.38121),1679590749,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 04189,741 COLUMBUS AVENUE,,New York,New York,NY,10025,00006-5055-06,Lagevrio (molnupiravir),42,POINT (-73.966865 40.793195),1679682108,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10827,2585 MAIN STREET,,Buffalo,Erie,NY,14214,00006-5055-06,Lagevrio (molnupiravir),13,POINT (-78.83966 42.93808),1912006180,10/13/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 556,132 FULTON AVENUE,,Hempstead,Nassau,NY,11550,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-73.63127 40.70476),1043242902,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10548,47 EAST PROSPECT AVENUE,,Mount Vernon,Westchester,NY,10550,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.837284 40.912714),1114957271,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17647,204 SARATOGA RD,CVS Pharmacy,Schenectady,Schenectady,NY,12302,00006-5055-06,Lagevrio (molnupiravir),16,POINT (-73.93272 42.86813),1821344680,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2992,3217 Silverback Ln,,Painted Post,Steuben,NY,14870,00006-5055-06,Lagevrio (molnupiravir),57,POINT (-77.10646 42.155375),1417974585,10/13/2022 12:00:00 AM,ACTIVE,
Sams Pharmacy #6366,2441 Vestal Pkwy E,,Vestal,Broome,NY,13850,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-76.007525 42.098525),1043237118,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #05057,108 RT 44,CVS Pharmacy,Millerton,Dutchess,NY,12546,00006-5055-06,Lagevrio (molnupiravir),10,POINT (-73.504905 41.95243),1679676415,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14260,77 7TH AVE,,New York,New York,NY,10011,00006-5055-06,Lagevrio (molnupiravir),45,POINT (-73.999139 40.7389),1699791806,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14429,164 KENT AVE,,Brooklyn,Kings,NY,11249,00006-5055-06,Lagevrio (molnupiravir),191,POINT (-73.96318 40.71912),1023341807,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #09758,2100 E RIDGE RD,,Irondequoit,Monroe,NY,14622,00006-5055-06,Lagevrio (molnupiravir),4,POINT (-77.56126 43.204105),1205841376,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10721,155 BALLSTON AVENUE,,Saratoga Springs,Saratoga,NY,12866,00006-5055-06,Lagevrio (molnupiravir),15,POINT (-73.79406 43.0708),1023117371,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17195,79 NORTH ST,,Dryden,Tompkins,NY,13053,00006-5055-06,Lagevrio (molnupiravir),44,POINT (-76.30034 42.49747),1508383472,10/13/2022 12:00:00 AM,ACTIVE,
WEGMANS FOOD MARKETS INC.,24 S. Bridge St.,Wegmans,Corning,Steuben,NY,14830,00006-5055-06,Lagevrio (molnupiravir),2,POINT (-77.06339 42.1459),1588649131,10/06/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #11808,4915 FLATLANDS AVE,,Brooklyn,Kings,NY,11234,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.92792 40.62656),1043538127,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17811,345 Rockaway Turnpike,CVS Pharmacy,Lawrence,Nassau,NY,11559,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.73835 40.62669),1386231512,10/14/2022 12:00:00 AM,ACTIVE,
U15 PHARMACY,1506 Ave U,,Brooklyn,Kings,NY,11229,00006-5055-06,Lagevrio (molnupiravir),5,POINT (-73.956095 40.59868),1841232378,10/12/2022 12:00:00 AM,ACTIVE,
Rite Aid 01652,2315 WILLIAM STREET,,Buffalo,Erie,NY,14206,00006-5055-06,Lagevrio (molnupiravir),17,POINT (-78.7852 42.88406),1588773808,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10859,1792 NORTH GOODMAN STREET,,Rochester,Monroe,NY,14609,00006-5055-06,Lagevrio (molnupiravir),5,POINT (-77.57593 43.1881),1760582118,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #01292,1330 BALLTOWN ROAD,CVS Pharmacy,Niskayuna,Schenectady,NY,12309,00006-5055-06,Lagevrio (molnupiravir),26,POINT (-73.892215 42.81091),1457455115,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 03626,158-02 UNION TURNPIKE,,Flushing,Queens,NY,11366,00006-5055-06,Lagevrio (molnupiravir),14,POINT (-73.8084 40.71977),1356450365,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17269,750 MANHATTAN AVE,,Brooklyn,Kings,NY,11222,00006-5055-06,Lagevrio (molnupiravir),51,POINT (-73.9521 40.72661),1982120853,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 04738,1631-43 PITKIN AVENUE,,Brooklyn,Kings,NY,11212,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.91306 40.66943),1891804282,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19595,887 STATE ROUTE 11,,Champlain,Clinton,NY,12919,00006-5055-06,Lagevrio (molnupiravir),71,POINT (-73.44592 44.9777),1801311691,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #01487,10425 QUEENS BLVD,,Forest Hills,Queens,NY,11375,00006-5055-06,Lagevrio (molnupiravir),105,POINT (-73.84804 40.72389),1932114014,10/13/2022 12:00:00 AM,ACTIVE,
Kinney Drugs Inc. #15 - Wtrtwn- Was,1304 Washington St,,Watertown,Jefferson,NY,13601,00006-5055-06,Lagevrio (molnupiravir),17,POINT (-75.914551 43.958845),1881701506,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #3329,7494 US Highway 11,,Potsdam,Saint Lawrence,NY,13676,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-75.0265 44.661765),1861657181,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17736,381 BROADWAY,,Monticello,Sullivan,NY,12701,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-74.68258 41.653395),1649793589,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19402,6430 KIRKVILLE ROAD,,East Syracuse,Onondaga,NY,13057,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-76.076103 43.074918),1760906556,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #03290,1556 HERTEL AVE,,Buffalo,Erie,NY,14216,00006-5055-06,Lagevrio (molnupiravir),58,POINT (-78.85074 42.94797),1467467514,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14465,949 3RD AVE,,New York,New York,NY,10022,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.96749 40.75998),1336165539,10/13/2022 12:00:00 AM,ACTIVE,
WEGMANS FOOD MARKETS INC.,345 Eastern Blvd.,Wegmans,Canandaigua,Ontario,NY,14424,00006-5055-06,Lagevrio (molnupiravir),31,POINT (-77.25529 42.87617),1447233648,09/09/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Rite Aid 04733,182 SMITH STREET,,Brooklyn,Kings,NY,11201,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.9915 40.68541),1518077361,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10655,273 PINE HOLLOW ROAD,,Oyster Bay,Nassau,NY,11771,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.53467 40.85816),1811096142,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #04687,1580 ROUTE 112,,Medford,Suffolk,NY,11763,00006-5055-06,Lagevrio (molnupiravir),30,POINT (-73.007503 40.79518),1720093875,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #03138,206-09 LINDEN BOULEVARD,CVS Pharmacy,Cambria Heights,Queens,NY,11411,00006-5055-06,Lagevrio (molnupiravir),28,POINT (-73.74571 40.69639),1801990668,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #05773,69-80 GRAND AVE.,CVS Pharmacy,Maspeth,Queens,NY,11378,00006-5055-06,Lagevrio (molnupiravir),14,POINT (-73.89276 40.72737),1790889558,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #11112,17506 HILLSIDE AVE,,Jamaica,Queens,NY,11432,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.78717 40.71118),1427365212,10/13/2022 12:00:00 AM,ACTIVE,
WALGREEN DRUG STORE# 21325,7060 SENECA STREET,SUITE 100 RX,Elma,Erie,NY,14059,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-78.66115 42.80301),1922765411,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14239,721 9TH AVE,,New York,New York,NY,10019,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.98949 40.76305),1114943313,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02726,6221 ROUTE 25A,CVS Pharmacy,Wading River,Suffolk,NY,11792,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-72.83746 40.94382),1710081567,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #01142,1900 EMPIRE BOULEVARD,CVS Pharmacy,Webster,Monroe,NY,14580,00006-5055-06,Lagevrio (molnupiravir),51,POINT (-77.37883 43.20101),1679677421,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #09667,102 N MAIN ST,,Sayville,Suffolk,NY,11782,00006-5055-06,Lagevrio (molnupiravir),17,POINT (-73.08037 40.736835),1306033204,10/13/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1973,350 E Fairmount Ave,,Lakewood,Chautauqua,NY,14750,00006-5055-06,Lagevrio (molnupiravir),36,POINT (-79.300035 42.096775),1255358313,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10700,485 BROADWAY,,Kingston,Ulster,NY,12401,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-73.999725 41.927285),1932208113,10/13/2022 12:00:00 AM,ACTIVE,
Hannaford Brothers Store # 8376,262 SARATOGA RD.,,Schenectady,Schenectady,NY,12302,00006-5055-06,Lagevrio (molnupiravir),14,POINT (-73.930585 42.87004),1598873978,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 04876,3823 NOSTRAND AVENUE,,Brooklyn,Kings,NY,11235,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.93962 40.5909),1770692204,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02773,130 DYCKMAN STREET,CVS Pharmacy,New York,New York,NY,10040,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.92569 40.86243),1619071461,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17876,6036 MYRTLE AVE,,Ridgewood,Queens,NY,11385,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-73.89707 40.70048),1083131759,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02501,2709 CHILI AVENUE,CVS Pharmacy,Rochester,Monroe,NY,14624,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-77.70914 43.12241),1861596611,10/14/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 540,PLAZA 44 ROUTE 44,,Poughkeepsie,Dutchess,NY,12603,00006-5055-06,Lagevrio (molnupiravir),42,POINT (-73.892207 41.695967),1316979263,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00630,253 NORTH CENTRAL PARK AVENUE,CVS Pharmacy,Hartsdale,Westchester,NY,10530,00006-5055-06,Lagevrio (molnupiravir),40,POINT (-73.79489 41.02254),1881792422,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #05714,578 DICK RD,,Depew,Erie,NY,14043,00006-5055-06,Lagevrio (molnupiravir),16,POINT (-78.73833 42.918375),1356356406,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #10752,222 5TH AVE EXT,,Gloversville,Fulton,NY,12078,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-74.3228 43.05857),1598903700,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17556,3181 CHILI AVE,CVS Pharmacy,Rochester,Monroe,NY,14624,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-77.74675 43.10483),1013142132,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19948,1901 2ND AVE,,Watervliet,Albany,NY,12189,00006-5055-06,Lagevrio (molnupiravir),88,POINT (-73.70207 42.73087),1861917924,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #09153,2061 WESTERN AVE,,Guilderland,Albany,NY,12084,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.888655 42.698315),1295789832,10/13/2022 12:00:00 AM,ACTIVE,
Avalon Pharmacy,7 Second Ave,,New York,New York,NY,10003,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.9913 40.72403),1629305800,10/04/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #10441,2590 CONEY ISLAND AVE,,Brooklyn,Kings,NY,11223,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-73.96102 40.59329),1144459363,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 04981,3131 HEMPSTEAD TURNPIKE,,Levittown,Nassau,NY,11756,00006-5055-06,Lagevrio (molnupiravir),9,POINT (-73.520145 40.72592),1942319322,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #05956,275 BROADWAY,,Amityville,Suffolk,NY,11701,00006-5055-06,Lagevrio (molnupiravir),45,POINT (-73.41614 40.680945),1609881770,10/13/2022 12:00:00 AM,ACTIVE,
